         E      Sigma
2.618389e+001 4.597769e+016
2.619388e+001 4.590563e+016
2.620387e+001 4.583372e+016
2.621386e+001 4.576195e+016
2.622385e+001 4.569033e+016
2.623384e+001 4.561885e+016
2.624383e+001 4.554752e+016
2.625382e+001 4.547633e+016
2.626381e+001 4.540528e+016
2.627380e+001 4.533439e+016
2.628379e+001 4.526363e+016
2.629378e+001 4.519302e+016
2.630377e+001 4.512256e+016
2.631376e+001 4.505224e+016
2.632375e+001 4.498206e+016
2.633374e+001 4.491203e+016
2.634373e+001 4.484214e+016
2.635372e+001 4.477240e+016
2.636371e+001 4.470280e+016
2.637370e+001 4.463334e+016
2.638369e+001 4.456403e+016
2.639368e+001 4.449486e+016
2.640367e+001 4.442584e+016
2.641366e+001 4.435696e+016
2.642365e+001 4.428822e+016
2.643364e+001 4.421963e+016
2.644363e+001 4.415118e+016
2.645362e+001 4.408287e+016
2.646361e+001 4.401470e+016
2.647360e+001 4.394668e+016
2.648359e+001 4.387880e+016
2.649358e+001 4.381106e+016
2.650357e+001 4.374347e+016
2.651356e+001 4.367602e+016
2.652355e+001 4.360871e+016
2.653354e+001 4.354154e+016
2.654353e+001 4.347452e+016
2.655352e+001 4.340763e+016
2.656351e+001 4.334089e+016
2.657350e+001 4.327429e+016
2.658349e+001 4.320783e+016
2.659348e+001 4.314151e+016
2.660347e+001 4.307534e+016
2.661346e+001 4.300930e+016
2.662345e+001 4.294341e+016
2.663344e+001 4.287765e+016
2.664343e+001 4.281204e+016
2.665342e+001 4.274656e+016
2.666341e+001 4.268123e+016
2.667340e+001 4.261604e+016
2.668339e+001 4.255098e+016
2.669338e+001 4.248607e+016
2.670337e+001 4.242130e+016
2.671336e+001 4.235666e+016
2.672335e+001 4.229216e+016
2.673334e+001 4.222781e+016
2.674333e+001 4.216359e+016
2.675332e+001 4.209951e+016
2.676331e+001 4.203557e+016
2.677330e+001 4.197176e+016
2.678329e+001 4.190810e+016
2.679328e+001 4.184457e+016
2.680327e+001 4.178118e+016
2.681326e+001 4.171793e+016
2.682325e+001 4.165482e+016
2.683324e+001 4.159184e+016
2.684323e+001 4.152900e+016
2.685322e+001 4.146629e+016
2.686321e+001 4.140372e+016
2.687320e+001 4.134129e+016
2.688319e+001 4.127900e+016
2.689318e+001 4.121684e+016
2.690317e+001 4.115481e+016
2.691316e+001 4.109292e+016
2.692315e+001 4.103117e+016
2.693314e+001 4.096955e+016
2.694313e+001 4.090807e+016
2.695312e+001 4.084672e+016
2.696311e+001 4.078550e+016
2.697310e+001 4.072442e+016
2.698309e+001 4.066348e+016
2.699308e+001 4.060266e+016
2.700307e+001 4.054198e+016
2.701306e+001 4.048144e+016
2.702305e+001 4.042102e+016
2.703304e+001 4.036074e+016
2.704303e+001 4.030059e+016
2.705302e+001 4.024058e+016
2.706301e+001 4.018069e+016
2.707300e+001 4.012094e+016
2.708299e+001 4.006132e+016
2.709298e+001 4.000183e+016
2.710297e+001 3.994247e+016
2.711296e+001 3.988325e+016
2.712295e+001 3.982415e+016
2.713294e+001 3.976518e+016
2.714293e+001 3.970635e+016
2.715292e+001 3.964764e+016
2.716291e+001 3.958906e+016
2.717290e+001 3.953061e+016
2.718289e+001 3.947230e+016
2.719288e+001 3.941411e+016
2.720287e+001 3.935604e+016
2.721286e+001 3.929811e+016
2.722285e+001 3.924031e+016
2.723284e+001 3.918263e+016
2.724283e+001 3.912508e+016
2.725282e+001 3.906766e+016
2.726281e+001 3.901036e+016
2.727280e+001 3.895319e+016
2.728279e+001 3.889615e+016
2.729278e+001 3.883924e+016
2.730277e+001 3.878245e+016
2.731276e+001 3.872578e+016
2.732275e+001 3.866924e+016
2.733274e+001 3.861283e+016
2.734273e+001 3.855654e+016
2.735272e+001 3.850038e+016
2.736271e+001 3.844434e+016
2.737270e+001 3.838842e+016
2.738269e+001 3.833263e+016
2.739268e+001 3.827696e+016
2.740267e+001 3.822141e+016
2.741266e+001 3.816599e+016
2.742265e+001 3.811069e+016
2.743264e+001 3.805551e+016
2.744263e+001 3.800046e+016
2.745262e+001 3.794552e+016
2.746261e+001 3.789071e+016
2.747260e+001 3.783602e+016
2.748259e+001 3.778145e+016
2.749258e+001 3.772700e+016
2.750257e+001 3.767267e+016
2.751256e+001 3.761846e+016
2.752255e+001 3.756437e+016
2.753254e+001 3.751040e+016
2.754253e+001 3.745655e+016
2.755252e+001 3.740282e+016
2.756251e+001 3.734920e+016
2.757250e+001 3.729571e+016
2.758249e+001 3.724233e+016
2.759248e+001 3.718907e+016
2.760247e+001 3.713593e+016
2.761246e+001 3.708290e+016
2.762245e+001 3.702999e+016
2.763244e+001 3.697720e+016
2.764243e+001 3.692452e+016
2.765242e+001 3.687196e+016
2.766241e+001 3.681952e+016
2.767240e+001 3.676719e+016
2.768239e+001 3.671498e+016
2.769238e+001 3.666288e+016
2.770237e+001 3.661089e+016
2.771236e+001 3.655902e+016
2.772235e+001 3.650726e+016
2.773234e+001 3.645562e+016
2.774233e+001 3.640409e+016
2.775232e+001 3.635267e+016
2.776231e+001 3.630136e+016
2.777230e+001 3.625017e+016
2.778229e+001 3.619908e+016
2.779228e+001 3.614811e+016
2.780227e+001 3.609725e+016
2.781226e+001 3.604651e+016
2.782225e+001 3.599587e+016
2.783224e+001 3.594534e+016
2.784223e+001 3.589492e+016
2.785222e+001 3.584462e+016
2.786221e+001 3.579442e+016
2.787220e+001 3.574433e+016
2.788219e+001 3.569435e+016
2.789218e+001 3.564447e+016
2.790217e+001 3.559471e+016
2.791216e+001 3.554505e+016
2.792215e+001 3.549550e+016
2.793214e+001 3.544606e+016
2.794213e+001 3.539672e+016
2.795212e+001 3.534750e+016
2.796211e+001 3.529837e+016
2.797210e+001 3.524936e+016
2.798209e+001 3.520044e+016
2.799208e+001 3.515164e+016
2.800207e+001 3.510293e+016
2.801206e+001 3.505434e+016
2.802205e+001 3.500584e+016
2.803204e+001 3.495746e+016
2.804203e+001 3.490917e+016
2.805202e+001 3.486099e+016
2.806201e+001 3.481291e+016
2.807200e+001 3.476493e+016
2.808199e+001 3.471705e+016
2.809198e+001 3.466928e+016
2.810197e+001 3.462161e+016
2.811196e+001 3.457404e+016
2.812195e+001 3.452657e+016
2.813194e+001 3.447920e+016
2.814193e+001 3.443193e+016
2.815192e+001 3.438476e+016
2.816191e+001 3.433770e+016
2.817190e+001 3.429073e+016
2.818189e+001 3.424386e+016
2.819188e+001 3.419708e+016
2.820187e+001 3.415041e+016
2.821186e+001 3.410383e+016
2.822185e+001 3.405736e+016
2.823184e+001 3.401097e+016
2.824183e+001 3.396469e+016
2.825182e+001 3.391850e+016
2.826181e+001 3.387241e+016
2.827180e+001 3.382642e+016
2.828179e+001 3.378052e+016
2.829178e+001 3.373471e+016
2.830177e+001 3.368900e+016
2.831176e+001 3.364339e+016
2.832175e+001 3.359787e+016
2.833174e+001 3.355244e+016
2.834173e+001 3.350711e+016
2.835172e+001 3.346187e+016
2.836171e+001 3.341672e+016
2.837170e+001 3.337167e+016
2.838169e+001 3.332671e+016
2.839168e+001 3.328184e+016
2.840167e+001 3.323706e+016
2.841166e+001 3.319238e+016
2.842165e+001 3.314778e+016
2.843164e+001 3.310328e+016
2.844163e+001 3.305886e+016
2.845162e+001 3.301454e+016
2.846161e+001 3.297030e+016
2.847160e+001 3.292616e+016
2.848159e+001 3.288210e+016
2.849158e+001 3.283813e+016
2.850157e+001 3.279425e+016
2.851156e+001 3.275046e+016
2.852155e+001 3.270676e+016
2.853154e+001 3.266314e+016
2.854153e+001 3.261961e+016
2.855152e+001 3.257617e+016
2.856151e+001 3.253282e+016
2.857150e+001 3.248955e+016
2.858149e+001 3.244636e+016
2.859148e+001 3.240326e+016
2.860147e+001 3.236025e+016
2.861146e+001 3.231732e+016
2.862145e+001 3.227448e+016
2.863144e+001 3.223172e+016
2.864143e+001 3.218904e+016
2.865142e+001 3.214645e+016
2.866141e+001 3.210394e+016
2.867140e+001 3.206151e+016
2.868139e+001 3.201917e+016
2.869138e+001 3.197690e+016
2.870137e+001 3.193472e+016
2.871136e+001 3.189262e+016
2.872135e+001 3.185061e+016
2.873134e+001 3.180867e+016
2.874133e+001 3.176681e+016
2.875132e+001 3.172504e+016
2.876131e+001 3.168334e+016
2.877130e+001 3.164172e+016
2.878129e+001 3.160018e+016
2.879128e+001 3.155873e+016
2.880127e+001 3.151735e+016
2.881126e+001 3.147604e+016
2.882125e+001 3.143482e+016
2.883124e+001 3.139367e+016
2.884123e+001 3.135261e+016
2.885122e+001 3.131161e+016
2.886121e+001 3.127070e+016
2.887120e+001 3.122986e+016
2.888119e+001 3.118910e+016
2.889118e+001 3.114841e+016
2.890117e+001 3.110780e+016
2.891116e+001 3.106726e+016
2.892115e+001 3.102680e+016
2.893114e+001 3.098642e+016
2.894113e+001 3.094610e+016
2.895112e+001 3.090586e+016
2.896111e+001 3.086570e+016
2.897110e+001 3.082561e+016
2.898109e+001 3.078559e+016
2.899108e+001 3.074564e+016
2.900107e+001 3.070577e+016
2.901106e+001 3.066597e+016
2.902105e+001 3.062624e+016
2.903104e+001 3.058658e+016
2.904103e+001 3.054699e+016
2.905102e+001 3.050747e+016
2.906101e+001 3.046803e+016
2.907100e+001 3.042865e+016
2.908099e+001 3.038935e+016
2.909098e+001 3.035011e+016
2.910097e+001 3.031094e+016
2.911096e+001 3.027185e+016
2.912095e+001 3.023282e+016
2.913094e+001 3.019386e+016
2.914093e+001 3.015496e+016
2.915092e+001 3.011614e+016
2.916091e+001 3.007738e+016
2.917090e+001 3.003869e+016
2.918089e+001 3.000007e+016
2.919088e+001 2.996151e+016
2.920087e+001 2.992302e+016
2.921086e+001 2.988460e+016
2.922085e+001 2.984624e+016
2.923084e+001 2.980795e+016
2.924083e+001 2.976973e+016
2.925082e+001 2.973156e+016
2.926081e+001 2.969347e+016
2.927080e+001 2.965543e+016
2.928079e+001 2.961746e+016
2.929078e+001 2.957956e+016
2.930077e+001 2.954172e+016
2.931076e+001 2.950394e+016
2.932075e+001 2.946623e+016
2.933074e+001 2.942857e+016
2.934073e+001 2.939098e+016
2.935072e+001 2.935346e+016
2.936071e+001 2.931599e+016
2.937070e+001 2.927859e+016
2.938069e+001 2.924125e+016
2.939068e+001 2.920396e+016
2.940067e+001 2.916674e+016
2.941066e+001 2.912958e+016
2.942065e+001 2.909248e+016
2.943064e+001 2.905544e+016
2.944063e+001 2.901846e+016
2.945062e+001 2.898154e+016
2.946061e+001 2.894468e+016
2.947060e+001 2.890788e+016
2.948059e+001 2.887114e+016
2.949058e+001 2.883445e+016
2.950057e+001 2.879783e+016
2.951056e+001 2.876126e+016
2.952055e+001 2.872475e+016
2.953054e+001 2.868829e+016
2.954053e+001 2.865190e+016
2.955052e+001 2.861556e+016
2.956051e+001 2.857928e+016
2.957050e+001 2.854305e+016
2.958049e+001 2.850688e+016
2.959048e+001 2.847077e+016
2.960047e+001 2.843471e+016
2.961046e+001 2.839871e+016
2.962045e+001 2.836276e+016
2.963044e+001 2.832687e+016
2.964043e+001 2.829103e+016
2.965042e+001 2.825525e+016
2.966041e+001 2.821952e+016
2.967040e+001 2.818384e+016
2.968039e+001 2.814822e+016
2.969038e+001 2.811266e+016
2.970037e+001 2.807714e+016
2.971036e+001 2.804168e+016
2.972035e+001 2.800628e+016
2.973034e+001 2.797092e+016
2.974033e+001 2.793562e+016
2.975032e+001 2.790037e+016
2.976031e+001 2.786517e+016
2.977030e+001 2.783002e+016
2.978029e+001 2.779493e+016
2.979028e+001 2.775989e+016
2.980027e+001 2.772490e+016
2.981026e+001 2.768995e+016
2.982025e+001 2.765506e+016
2.983024e+001 2.762022e+016
2.984023e+001 2.758544e+016
2.985022e+001 2.755070e+016
2.986021e+001 2.751601e+016
2.987020e+001 2.748137e+016
2.988019e+001 2.744678e+016
2.989018e+001 2.741224e+016
2.990017e+001 2.737774e+016
2.991016e+001 2.734330e+016
2.992015e+001 2.730891e+016
2.993014e+001 2.727456e+016
2.994013e+001 2.724026e+016
2.995012e+001 2.720602e+016
2.996011e+001 2.717181e+016
2.997010e+001 2.713766e+016
2.998009e+001 2.710356e+016
2.999008e+001 2.706950e+016
3.000007e+001 2.703549e+016
3.001006e+001 2.700152e+016
3.002005e+001 2.696760e+016
3.003004e+001 2.693373e+016
3.004003e+001 2.689991e+016
3.005002e+001 2.686613e+016
3.006001e+001 2.683240e+016
3.007000e+001 2.679871e+016
3.007999e+001 2.676507e+016
3.008998e+001 2.673148e+016
3.009997e+001 2.669793e+016
3.010996e+001 2.666442e+016
3.011995e+001 2.663096e+016
3.012994e+001 2.659755e+016
3.013993e+001 2.656418e+016
3.014992e+001 2.653085e+016
3.015991e+001 2.649757e+016
3.016990e+001 2.646434e+016
3.017989e+001 2.643115e+016
3.018988e+001 2.639800e+016
3.019987e+001 2.636489e+016
3.020986e+001 2.633183e+016
3.021985e+001 2.629881e+016
3.022984e+001 2.626584e+016
3.023983e+001 2.623291e+016
3.024982e+001 2.620002e+016
3.025981e+001 2.616718e+016
3.026980e+001 2.613437e+016
3.027979e+001 2.610162e+016
3.028978e+001 2.606890e+016
3.029977e+001 2.603622e+016
3.030976e+001 2.600359e+016
3.031975e+001 2.597100e+016
3.032974e+001 2.593845e+016
3.033973e+001 2.590594e+016
3.034972e+001 2.587348e+016
3.035971e+001 2.584105e+016
3.036970e+001 2.580867e+016
3.037969e+001 2.577633e+016
3.038968e+001 2.574403e+016
3.039967e+001 2.571177e+016
3.040966e+001 2.567955e+016
3.041965e+001 2.564737e+016
3.042964e+001 2.561524e+016
3.043963e+001 2.558314e+016
3.044962e+001 2.555109e+016
3.045961e+001 2.551907e+016
3.046960e+001 2.548709e+016
3.047959e+001 2.545516e+016
3.048958e+001 2.542326e+016
3.049957e+001 2.539141e+016
3.050956e+001 2.535959e+016
3.051955e+001 2.532781e+016
3.052954e+001 2.529608e+016
3.053953e+001 2.526438e+016
3.054952e+001 2.523272e+016
3.055951e+001 2.520110e+016
3.056950e+001 2.516952e+016
3.057949e+001 2.513798e+016
3.058948e+001 2.510647e+016
3.059947e+001 2.507501e+016
3.060946e+001 2.504359e+016
3.061945e+001 2.501220e+016
3.062944e+001 2.498085e+016
3.063943e+001 2.494954e+016
3.064942e+001 2.491827e+016
3.065941e+001 2.488704e+016
3.066940e+001 2.485584e+016
3.067939e+001 2.482468e+016
3.068938e+001 2.479356e+016
3.069937e+001 2.476248e+016
3.070936e+001 2.473144e+016
3.071935e+001 2.470043e+016
3.072934e+001 2.466947e+016
3.073933e+001 2.463853e+016
3.074932e+001 2.460764e+016
3.075931e+001 2.457679e+016
3.076930e+001 2.454597e+016
3.077929e+001 2.451519e+016
3.078928e+001 2.448444e+016
3.079927e+001 2.445373e+016
3.080926e+001 2.442306e+016
3.081925e+001 2.439243e+016
3.082924e+001 2.436183e+016
3.083923e+001 2.433127e+016
3.084922e+001 2.430075e+016
3.085921e+001 2.427027e+016
3.086920e+001 2.423982e+016
3.087919e+001 2.420940e+016
3.088918e+001 2.417903e+016
3.089917e+001 2.414869e+016
3.090916e+001 2.411838e+016
3.091915e+001 2.408811e+016
3.092914e+001 2.405788e+016
3.093913e+001 2.402769e+016
3.094912e+001 2.399753e+016
3.095911e+001 2.396741e+016
3.096910e+001 2.393732e+016
3.097909e+001 2.390727e+016
3.098908e+001 2.387725e+016
3.099907e+001 2.384728e+016
3.100906e+001 2.381733e+016
3.101905e+001 2.378742e+016
3.102904e+001 2.375755e+016
3.103903e+001 2.372772e+016
3.104902e+001 2.369792e+016
3.105901e+001 2.366815e+016
3.106900e+001 2.363842e+016
3.107899e+001 2.360873e+016
3.108898e+001 2.357907e+016
3.109897e+001 2.354945e+016
3.110896e+001 2.351986e+016
3.111895e+001 2.349031e+016
3.112894e+001 2.346079e+016
3.113893e+001 2.343131e+016
3.114892e+001 2.340186e+016
3.115891e+001 2.337245e+016
3.116890e+001 2.334308e+016
3.117889e+001 2.331374e+016
3.118888e+001 2.328443e+016
3.119887e+001 2.325516e+016
3.120886e+001 2.322593e+016
3.121885e+001 2.319673e+016
3.122884e+001 2.316756e+016
3.123883e+001 2.313843e+016
3.124882e+001 2.310933e+016
3.125881e+001 2.308027e+016
3.126880e+001 2.305125e+016
3.127879e+001 2.302226e+016
3.128878e+001 2.299330e+016
3.129877e+001 2.296438e+016
3.130876e+001 2.293549e+016
3.131875e+001 2.290664e+016
3.132874e+001 2.287783e+016
3.133873e+001 2.284904e+016
3.134872e+001 2.282030e+016
3.135871e+001 2.279158e+016
3.136870e+001 2.276290e+016
3.137869e+001 2.273426e+016
3.138868e+001 2.270565e+016
3.139867e+001 2.267708e+016
3.140866e+001 2.264854e+016
3.141865e+001 2.262003e+016
3.142864e+001 2.259156e+016
3.143863e+001 2.256313e+016
3.144862e+001 2.253473e+016
3.145861e+001 2.250636e+016
3.146860e+001 2.247803e+016
3.147859e+001 2.244973e+016
3.148858e+001 2.242147e+016
3.149857e+001 2.239324e+016
3.150856e+001 2.236504e+016
3.151855e+001 2.233688e+016
3.152854e+001 2.230876e+016
3.153853e+001 2.228067e+016
3.154852e+001 2.225261e+016
3.155851e+001 2.222459e+016
3.156850e+001 2.219660e+016
3.157849e+001 2.216865e+016
3.158848e+001 2.214073e+016
3.159847e+001 2.211284e+016
3.160846e+001 2.208500e+016
3.161845e+001 2.205718e+016
3.162844e+001 2.202940e+016
3.163843e+001 2.200165e+016
3.164842e+001 2.197394e+016
3.165841e+001 2.194626e+016
3.166840e+001 2.191862e+016
3.167839e+001 2.189101e+016
3.168838e+001 2.186343e+016
3.169837e+001 2.183589e+016
3.170836e+001 2.180839e+016
3.171835e+001 2.178091e+016
3.172834e+001 2.175348e+016
3.173833e+001 2.172607e+016
3.174832e+001 2.169871e+016
3.175831e+001 2.167137e+016
3.176830e+001 2.164407e+016
3.177829e+001 2.161680e+016
3.178828e+001 2.158957e+016
3.179827e+001 2.156238e+016
3.180826e+001 2.153521e+016
3.181825e+001 2.150809e+016
3.182824e+001 2.148099e+016
3.183823e+001 2.145393e+016
3.184822e+001 2.142691e+016
3.185821e+001 2.139992e+016
3.186820e+001 2.137296e+016
3.187819e+001 2.134604e+016
3.188818e+001 2.131915e+016
3.189817e+001 2.129230e+016
3.190816e+001 2.126548e+016
3.191815e+001 2.123869e+016
3.192814e+001 2.121194e+016
3.193813e+001 2.118523e+016
3.194812e+001 2.115855e+016
3.195811e+001 2.113190e+016
3.196810e+001 2.110529e+016
3.197809e+001 2.107871e+016
3.198808e+001 2.105217e+016
3.199807e+001 2.102566e+016
3.200806e+001 2.099918e+016
3.201805e+001 2.097274e+016
3.202804e+001 2.094634e+016
3.203803e+001 2.091997e+016
3.204802e+001 2.089363e+016
3.205801e+001 2.086733e+016
3.206800e+001 2.084106e+016
3.207799e+001 2.081483e+016
3.208798e+001 2.078863e+016
3.209797e+001 2.076246e+016
3.210796e+001 2.073633e+016
3.211795e+001 2.071024e+016
3.212794e+001 2.068417e+016
3.213793e+001 2.065815e+016
3.214792e+001 2.063216e+016
3.215791e+001 2.060620e+016
3.216790e+001 2.058028e+016
3.217789e+001 2.055439e+016
3.218788e+001 2.052853e+016
3.219787e+001 2.050271e+016
3.220786e+001 2.047693e+016
3.221785e+001 2.045118e+016
3.222784e+001 2.042546e+016
3.223783e+001 2.039978e+016
3.224782e+001 2.037413e+016
3.225781e+001 2.034852e+016
3.226780e+001 2.032294e+016
3.227779e+001 2.029740e+016
3.228778e+001 2.027189e+016
3.229777e+001 2.024642e+016
3.230776e+001 2.022098e+016
3.231775e+001 2.019557e+016
3.232774e+001 2.017020e+016
3.233773e+001 2.014487e+016
3.234772e+001 2.011957e+016
3.235771e+001 2.009430e+016
3.236770e+001 2.006907e+016
3.237769e+001 2.004387e+016
3.238768e+001 2.001871e+016
3.239767e+001 1.999358e+016
3.240766e+001 1.996849e+016
3.241765e+001 1.994343e+016
3.242764e+001 1.991840e+016
3.243763e+001 1.989342e+016
3.244762e+001 1.986846e+016
3.245761e+001 1.984354e+016
3.246760e+001 1.981865e+016
3.247759e+001 1.979380e+016
3.248758e+001 1.976899e+016
3.249757e+001 1.974421e+016
3.250756e+001 1.971946e+016
3.251755e+001 1.969475e+016
3.252754e+001 1.967007e+016
3.253753e+001 1.964543e+016
3.254752e+001 1.962082e+016
3.255751e+001 1.959624e+016
3.256750e+001 1.957170e+016
3.257749e+001 1.954720e+016
3.258748e+001 1.952273e+016
3.259747e+001 1.949830e+016
3.260746e+001 1.947389e+016
3.261745e+001 1.944953e+016
3.262744e+001 1.942520e+016
3.263743e+001 1.940090e+016
3.264742e+001 1.937664e+016
3.265741e+001 1.935241e+016
3.266740e+001 1.932822e+016
3.267739e+001 1.930406e+016
3.268738e+001 1.927994e+016
3.269737e+001 1.925585e+016
3.270736e+001 1.923180e+016
3.271735e+001 1.920778e+016
3.272734e+001 1.918379e+016
3.273733e+001 1.915984e+016
3.274732e+001 1.913593e+016
3.275731e+001 1.911205e+016
3.276730e+001 1.908820e+016
3.277729e+001 1.906439e+016
3.278728e+001 1.904061e+016
3.279727e+001 1.901687e+016
3.280726e+001 1.899316e+016
3.281725e+001 1.896949e+016
3.282724e+001 1.894585e+016
3.283723e+001 1.892225e+016
3.284722e+001 1.889868e+016
3.285721e+001 1.887514e+016
3.286720e+001 1.885164e+016
3.287719e+001 1.882818e+016
3.288718e+001 1.880475e+016
3.289717e+001 1.878135e+016
3.290716e+001 1.875799e+016
3.291715e+001 1.873466e+016
3.292714e+001 1.871137e+016
3.293713e+001 1.868811e+016
3.294712e+001 1.866489e+016
3.295711e+001 1.864170e+016
3.296710e+001 1.861855e+016
3.297709e+001 1.859543e+016
3.298708e+001 1.857234e+016
3.299707e+001 1.854929e+016
3.300706e+001 1.852627e+016
3.301705e+001 1.850329e+016
3.302704e+001 1.848034e+016
3.303703e+001 1.845743e+016
3.304702e+001 1.843455e+016
3.305701e+001 1.841171e+016
3.306700e+001 1.838890e+016
3.307699e+001 1.836612e+016
3.308698e+001 1.834338e+016
3.309697e+001 1.832067e+016
3.310696e+001 1.829800e+016
3.311695e+001 1.827536e+016
3.312694e+001 1.825276e+016
3.313693e+001 1.823019e+016
3.314692e+001 1.820766e+016
3.315691e+001 1.818515e+016
3.316690e+001 1.816269e+016
3.317689e+001 1.814026e+016
3.318688e+001 1.811786e+016
3.319687e+001 1.809549e+016
3.320686e+001 1.807317e+016
3.321685e+001 1.805087e+016
3.322684e+001 1.802861e+016
3.323683e+001 1.800638e+016
3.324682e+001 1.798419e+016
3.325681e+001 1.796203e+016
3.326680e+001 1.793991e+016
3.327679e+001 1.791782e+016
3.328678e+001 1.789576e+016
3.329677e+001 1.787374e+016
3.330676e+001 1.785175e+016
3.331675e+001 1.782980e+016
3.332674e+001 1.780788e+016
3.333673e+001 1.778599e+016
3.334672e+001 1.776414e+016
3.335671e+001 1.774232e+016
3.336670e+001 1.772054e+016
3.337669e+001 1.769879e+016
3.338668e+001 1.767707e+016
3.339667e+001 1.765539e+016
3.340666e+001 1.763374e+016
3.341665e+001 1.761213e+016
3.342664e+001 1.759055e+016
3.343663e+001 1.756900e+016
3.344662e+001 1.754749e+016
3.345661e+001 1.752601e+016
3.346660e+001 1.750456e+016
3.347659e+001 1.748315e+016
3.348658e+001 1.746177e+016
3.349657e+001 1.744043e+016
3.350656e+001 1.741912e+016
3.351655e+001 1.739784e+016
3.352654e+001 1.737660e+016
3.353653e+001 1.735539e+016
3.354652e+001 1.733421e+016
3.355651e+001 1.731307e+016
3.356650e+001 1.729196e+016
3.357649e+001 1.727088e+016
3.358648e+001 1.724984e+016
3.359647e+001 1.722883e+016
3.360646e+001 1.720786e+016
3.361645e+001 1.718691e+016
3.362644e+001 1.716601e+016
3.363643e+001 1.714513e+016
3.364642e+001 1.712429e+016
3.365641e+001 1.710348e+016
3.366640e+001 1.708270e+016
3.367639e+001 1.706196e+016
3.368638e+001 1.704125e+016
3.369637e+001 1.702058e+016
3.370636e+001 1.699994e+016
3.371635e+001 1.697933e+016
3.372634e+001 1.695875e+016
3.373633e+001 1.693821e+016
3.374632e+001 1.691770e+016
3.375631e+001 1.689722e+016
3.376630e+001 1.687677e+016
3.377629e+001 1.685636e+016
3.378628e+001 1.683598e+016
3.379627e+001 1.681564e+016
3.380626e+001 1.679533e+016
3.381625e+001 1.677505e+016
3.382624e+001 1.675480e+016
3.383623e+001 1.673459e+016
3.384622e+001 1.671440e+016
3.385621e+001 1.669426e+016
3.386620e+001 1.667414e+016
3.387619e+001 1.665406e+016
3.388618e+001 1.663400e+016
3.389617e+001 1.661399e+016
3.390616e+001 1.659400e+016
3.391615e+001 1.657405e+016
3.392614e+001 1.655413e+016
3.393613e+001 1.653424e+016
3.394612e+001 1.651438e+016
3.395611e+001 1.649456e+016
3.396610e+001 1.647477e+016
3.397609e+001 1.645501e+016
3.398608e+001 1.643528e+016
3.399607e+001 1.641559e+016
3.400606e+001 1.639593e+016
3.401605e+001 1.637630e+016
3.402604e+001 1.635670e+016
3.403603e+001 1.633713e+016
3.404602e+001 1.631760e+016
3.405601e+001 1.629810e+016
3.406600e+001 1.627863e+016
3.407599e+001 1.625919e+016
3.408598e+001 1.623979e+016
3.409597e+001 1.622041e+016
3.410596e+001 1.620107e+016
3.411595e+001 1.618176e+016
3.412594e+001 1.616249e+016
3.413593e+001 1.614324e+016
3.414592e+001 1.612402e+016
3.415591e+001 1.610484e+016
3.416590e+001 1.608569e+016
3.417589e+001 1.606657e+016
3.418588e+001 1.604748e+016
3.419587e+001 1.602843e+016
3.420586e+001 1.600940e+016
3.421585e+001 1.599041e+016
3.422584e+001 1.597145e+016
3.423583e+001 1.595252e+016
3.424582e+001 1.593362e+016
3.425581e+001 1.591475e+016
3.426580e+001 1.589591e+016
3.427579e+001 1.587711e+016
3.428578e+001 1.585833e+016
3.429577e+001 1.583959e+016
3.430576e+001 1.582088e+016
3.431575e+001 1.580220e+016
3.432574e+001 1.578355e+016
3.433573e+001 1.576493e+016
3.434572e+001 1.574634e+016
3.435571e+001 1.572778e+016
3.436570e+001 1.570926e+016
3.437569e+001 1.569076e+016
3.438568e+001 1.567230e+016
3.439567e+001 1.565387e+016
3.440566e+001 1.563546e+016
3.441565e+001 1.561709e+016
3.442564e+001 1.559875e+016
3.443563e+001 1.558044e+016
3.444562e+001 1.556216e+016
3.445561e+001 1.554391e+016
3.446560e+001 1.552569e+016
3.447559e+001 1.550750e+016
3.448558e+001 1.548934e+016
3.449557e+001 1.547121e+016
3.450556e+001 1.545312e+016
3.451555e+001 1.543505e+016
3.452554e+001 1.541701e+016
3.453553e+001 1.539900e+016
3.454552e+001 1.538103e+016
3.455551e+001 1.536308e+016
3.456550e+001 1.534516e+016
3.457549e+001 1.532728e+016
3.458548e+001 1.530942e+016
3.459547e+001 1.529159e+016
3.460546e+001 1.527380e+016
3.461545e+001 1.525603e+016
3.462544e+001 1.523829e+016
3.463543e+001 1.522059e+016
3.464542e+001 1.520291e+016
3.465541e+001 1.518526e+016
3.466540e+001 1.516764e+016
3.467539e+001 1.515005e+016
3.468538e+001 1.513249e+016
3.469537e+001 1.511497e+016
3.470536e+001 1.509746e+016
3.471535e+001 1.507999e+016
3.472534e+001 1.506255e+016
3.473533e+001 1.504514e+016
3.474532e+001 1.502776e+016
3.475531e+001 1.501040e+016
3.476530e+001 1.499308e+016
3.477529e+001 1.497579e+016
3.478528e+001 1.495852e+016
3.479527e+001 1.494128e+016
3.480526e+001 1.492407e+016
3.481525e+001 1.490690e+016
3.482524e+001 1.488975e+016
3.483523e+001 1.487262e+016
3.484522e+001 1.485553e+016
3.485521e+001 1.483847e+016
3.486520e+001 1.482143e+016
3.487519e+001 1.480443e+016
3.488518e+001 1.478745e+016
3.489517e+001 1.477050e+016
3.490516e+001 1.475358e+016
