         E      Sigma
7.374628e+001 2.450455e+015
7.375627e+001 2.448947e+015
7.376626e+001 2.447442e+015
7.377625e+001 2.445940e+015
7.378624e+001 2.444442e+015
7.379623e+001 2.442947e+015
7.380622e+001 2.441456e+015
7.381621e+001 2.439968e+015
7.382620e+001 2.438483e+015
7.383619e+001 2.437002e+015
7.384618e+001 2.435524e+015
7.385617e+001 2.434050e+015
7.386616e+001 2.432579e+015
7.387615e+001 2.431111e+015
7.388614e+001 2.429646e+015
7.389613e+001 2.428185e+015
7.390612e+001 2.426727e+015
7.391611e+001 2.425273e+015
7.392610e+001 2.423822e+015
7.393609e+001 2.422374e+015
7.394608e+001 2.420929e+015
7.395607e+001 2.419488e+015
7.396606e+001 2.418050e+015
7.397605e+001 2.416615e+015
7.398604e+001 2.415184e+015
7.399603e+001 2.413756e+015
7.400602e+001 2.412331e+015
7.401601e+001 2.410910e+015
7.402600e+001 2.409491e+015
7.403599e+001 2.408076e+015
7.404598e+001 2.406665e+015
7.405597e+001 2.405256e+015
7.406596e+001 2.403851e+015
7.407595e+001 2.402449e+015
7.408594e+001 2.401050e+015
7.409593e+001 2.399655e+015
7.410592e+001 2.398262e+015
7.411591e+001 2.396873e+015
7.412590e+001 2.395487e+015
7.413589e+001 2.394105e+015
7.414588e+001 2.392725e+015
7.415587e+001 2.391349e+015
7.416586e+001 2.389976e+015
7.417585e+001 2.388606e+015
7.418584e+001 2.387239e+015
7.419583e+001 2.385875e+015
7.420582e+001 2.384515e+015
7.421581e+001 2.383158e+015
7.422580e+001 2.381804e+015
7.423579e+001 2.380453e+015
7.424578e+001 2.379105e+015
7.425577e+001 2.377760e+015
7.426576e+001 2.376419e+015
7.427575e+001 2.375080e+015
7.428574e+001 2.373745e+015
7.429573e+001 2.372413e+015
7.430572e+001 2.371084e+015
7.431571e+001 2.369758e+015
7.432570e+001 2.368435e+015
7.433569e+001 2.367116e+015
7.434568e+001 2.365799e+015
7.435567e+001 2.364486e+015
7.436566e+001 2.363175e+015
7.437565e+001 2.361868e+015
7.438564e+001 2.360564e+015
7.439563e+001 2.359263e+015
7.440562e+001 2.357964e+015
7.441561e+001 2.356669e+015
7.442560e+001 2.355377e+015
7.443559e+001 2.354089e+015
7.444558e+001 2.352803e+015
7.445557e+001 2.351520e+015
7.446556e+001 2.350240e+015
7.447555e+001 2.348963e+015
7.448554e+001 2.347690e+015
7.449553e+001 2.346419e+015
7.450552e+001 2.345151e+015
7.451551e+001 2.343887e+015
7.452550e+001 2.342625e+015
7.453549e+001 2.341367e+015
7.454548e+001 2.340111e+015
7.455547e+001 2.338859e+015
7.456546e+001 2.337609e+015
7.457545e+001 2.336362e+015
7.458544e+001 2.335119e+015
7.459543e+001 2.333878e+015
7.460542e+001 2.332640e+015
7.461541e+001 2.331406e+015
7.462540e+001 2.330174e+015
7.463539e+001 2.328945e+015
7.464538e+001 2.327720e+015
7.465537e+001 2.326497e+015
7.466536e+001 2.325277e+015
7.467535e+001 2.324060e+015
7.468534e+001 2.322846e+015
7.469533e+001 2.321635e+015
7.470532e+001 2.320427e+015
7.471531e+001 2.319222e+015
7.472530e+001 2.318020e+015
7.473529e+001 2.316820e+015
7.474528e+001 2.315624e+015
7.475527e+001 2.314431e+015
7.476526e+001 2.313240e+015
7.477525e+001 2.312052e+015
7.478524e+001 2.310868e+015
7.479523e+001 2.309686e+015
7.480522e+001 2.308507e+015
7.481521e+001 2.307331e+015
7.482520e+001 2.306158e+015
7.483519e+001 2.304988e+015
7.484518e+001 2.303820e+015
7.485517e+001 2.302656e+015
7.486516e+001 2.301494e+015
7.487515e+001 2.300335e+015
7.488514e+001 2.299179e+015
7.489513e+001 2.298026e+015
7.490512e+001 2.296876e+015
7.491511e+001 2.295729e+015
7.492510e+001 2.294585e+015
7.493509e+001 2.293443e+015
7.494508e+001 2.292304e+015
7.495507e+001 2.291168e+015
7.496506e+001 2.290035e+015
7.497505e+001 2.288905e+015
7.498504e+001 2.287777e+015
7.499503e+001 2.286653e+015
7.500502e+001 2.285531e+015
7.501501e+001 2.284412e+015
7.502500e+001 2.283296e+015
7.503499e+001 2.282183e+015
7.504498e+001 2.281072e+015
7.505497e+001 2.279964e+015
7.506496e+001 2.278859e+015
7.507495e+001 2.277757e+015
7.508494e+001 2.276658e+015
7.509493e+001 2.275561e+015
7.510492e+001 2.274468e+015
7.511491e+001 2.273377e+015
7.512490e+001 2.272289e+015
7.513489e+001 2.271203e+015
7.514488e+001 2.270120e+015
7.515487e+001 2.269041e+015
7.516486e+001 2.267964e+015
7.517485e+001 2.266889e+015
7.518484e+001 2.265818e+015
7.519483e+001 2.264749e+015
7.520482e+001 2.263683e+015
7.521481e+001 2.262619e+015
7.522480e+001 2.261559e+015
7.523479e+001 2.260501e+015
7.524478e+001 2.259446e+015
7.525477e+001 2.258394e+015
7.526476e+001 2.257344e+015
7.527475e+001 2.256297e+015
7.528474e+001 2.255253e+015
7.529473e+001 2.254212e+015
7.530472e+001 2.253173e+015
7.531471e+001 2.252137e+015
7.532470e+001 2.251104e+015
7.533469e+001 2.250073e+015
7.534468e+001 2.249045e+015
7.535467e+001 2.248020e+015
7.536466e+001 2.246998e+015
7.537465e+001 2.245978e+015
7.538464e+001 2.244961e+015
7.539463e+001 2.243947e+015
7.540462e+001 2.242935e+015
7.541461e+001 2.241926e+015
7.542460e+001 2.240920e+015
7.543459e+001 2.239916e+015
7.544458e+001 2.238915e+015
7.545457e+001 2.237917e+015
7.546456e+001 2.236921e+015
7.547455e+001 2.235929e+015
7.548454e+001 2.234938e+015
7.549453e+001 2.233951e+015
7.550452e+001 2.232966e+015
7.551451e+001 2.231984e+015
7.552450e+001 2.231004e+015
7.553449e+001 2.230027e+015
7.554448e+001 2.229053e+015
7.555447e+001 2.228082e+015
7.556446e+001 2.227113e+015
7.557445e+001 2.226146e+015
7.558444e+001 2.225183e+015
7.559443e+001 2.224222e+015
7.560442e+001 2.223263e+015
7.561441e+001 2.222308e+015
7.562440e+001 2.221355e+015
7.563439e+001 2.220404e+015
7.564438e+001 2.219456e+015
7.565437e+001 2.218511e+015
7.566436e+001 2.217568e+015
7.567435e+001 2.216629e+015
7.568434e+001 2.215691e+015
7.569433e+001 2.214756e+015
7.570432e+001 2.213824e+015
7.571431e+001 2.212895e+015
7.572430e+001 2.211968e+015
7.573429e+001 2.211044e+015
7.574428e+001 2.210122e+015
7.575427e+001 2.209203e+015
7.576426e+001 2.208287e+015
7.577425e+001 2.207373e+015
7.578424e+001 2.206461e+015
7.579423e+001 2.205553e+015
7.580422e+001 2.204647e+015
7.581421e+001 2.203743e+015
7.582420e+001 2.202842e+015
7.583419e+001 2.201944e+015
7.584418e+001 2.201048e+015
7.585417e+001 2.200155e+015
7.586416e+001 2.199264e+015
7.587415e+001 2.198376e+015
7.588414e+001 2.197491e+015
7.589413e+001 2.196608e+015
7.590412e+001 2.195728e+015
7.591411e+001 2.194850e+015
7.592410e+001 2.193975e+015
7.593409e+001 2.193102e+015
7.594408e+001 2.192232e+015
7.595407e+001 2.191365e+015
7.596406e+001 2.190500e+015
7.597405e+001 2.189638e+015
7.598404e+001 2.188778e+015
7.599403e+001 2.187921e+015
7.600402e+001 2.187066e+015
7.601401e+001 2.186214e+015
7.602400e+001 2.185364e+015
7.603399e+001 2.184517e+015
7.604398e+001 2.183673e+015
7.605397e+001 2.182831e+015
7.606396e+001 2.181991e+015
7.607395e+001 2.181154e+015
7.608394e+001 2.180320e+015
7.609393e+001 2.179488e+015
7.610392e+001 2.178659e+015
7.611391e+001 2.177832e+015
7.612390e+001 2.177008e+015
7.613389e+001 2.176186e+015
7.614388e+001 2.175367e+015
7.615387e+001 2.174551e+015
7.616386e+001 2.173737e+015
7.617385e+001 2.172925e+015
7.618384e+001 2.172116e+015
7.619383e+001 2.171309e+015
7.620382e+001 2.170505e+015
7.621381e+001 2.169704e+015
7.622380e+001 2.168905e+015
7.623379e+001 2.168108e+015
7.624378e+001 2.167314e+015
7.625377e+001 2.166523e+015
7.626376e+001 2.165734e+015
7.627375e+001 2.164947e+015
7.628374e+001 2.164163e+015
7.629373e+001 2.163382e+015
7.630372e+001 2.162603e+015
7.631371e+001 2.161827e+015
7.632370e+001 2.161053e+015
7.633369e+001 2.160281e+015
7.634368e+001 2.159512e+015
7.635367e+001 2.158746e+015
7.636366e+001 2.157982e+015
7.637365e+001 2.157220e+015
7.638364e+001 2.156461e+015
7.639363e+001 2.155705e+015
7.640362e+001 2.154951e+015
7.641361e+001 2.154199e+015
7.642360e+001 2.153450e+015
7.643359e+001 2.152704e+015
7.644358e+001 2.151960e+015
7.645357e+001 2.151218e+015
7.646356e+001 2.150479e+015
7.647355e+001 2.149742e+015
7.648354e+001 2.149008e+015
7.649353e+001 2.148277e+015
7.650352e+001 2.147547e+015
7.651351e+001 2.146821e+015
7.652350e+001 2.146096e+015
7.653349e+001 2.145375e+015
7.654348e+001 2.144655e+015
7.655347e+001 2.143939e+015
7.656346e+001 2.143224e+015
7.657345e+001 2.142512e+015
7.658344e+001 2.141803e+015
7.659343e+001 2.141096e+015
7.660342e+001 2.140392e+015
7.661341e+001 2.139690e+015
7.662340e+001 2.138990e+015
7.663339e+001 2.138293e+015
7.664338e+001 2.137598e+015
7.665337e+001 2.136906e+015
7.666336e+001 2.136217e+015
7.667335e+001 2.135529e+015
7.668334e+001 2.134845e+015
7.669333e+001 2.134162e+015
7.670332e+001 2.133482e+015
7.671331e+001 2.132805e+015
7.672330e+001 2.132130e+015
7.673329e+001 2.131458e+015
7.674328e+001 2.130788e+015
7.675327e+001 2.130120e+015
7.676326e+001 2.129455e+015
7.677325e+001 2.128792e+015
7.678324e+001 2.128132e+015
7.679323e+001 2.127474e+015
7.680322e+001 2.126819e+015
7.681321e+001 2.126166e+015
7.682320e+001 2.125516e+015
7.683319e+001 2.124868e+015
7.684318e+001 2.124222e+015
7.685317e+001 2.123579e+015
7.686316e+001 2.122939e+015
7.687315e+001 2.122301e+015
7.688314e+001 2.121665e+015
7.689313e+001 2.121032e+015
7.690312e+001 2.120401e+015
7.691311e+001 2.119772e+015
7.692310e+001 2.119146e+015
7.693309e+001 2.118523e+015
7.694308e+001 2.117902e+015
7.695307e+001 2.117283e+015
7.696306e+001 2.116667e+015
7.697305e+001 2.116054e+015
7.698304e+001 2.115442e+015
7.699303e+001 2.114833e+015
7.700302e+001 2.114227e+015
7.701301e+001 2.113623e+015
7.702300e+001 2.113022e+015
7.703299e+001 2.112423e+015
7.704298e+001 2.111826e+015
7.705297e+001 2.111232e+015
7.706296e+001 2.110640e+015
7.707295e+001 2.110051e+015
7.708294e+001 2.109464e+015
7.709293e+001 2.108879e+015
7.710292e+001 2.108297e+015
7.711291e+001 2.107718e+015
7.712290e+001 2.107141e+015
7.713289e+001 2.106566e+015
7.714288e+001 2.105994e+015
7.715287e+001 2.105424e+015
7.716286e+001 2.104857e+015
7.717285e+001 2.104292e+015
7.718284e+001 2.103729e+015
7.719283e+001 2.103169e+015
7.720282e+001 2.102612e+015
7.721281e+001 2.102057e+015
7.722280e+001 2.101504e+015
7.723279e+001 2.100954e+015
7.724278e+001 2.100406e+015
7.725277e+001 2.099861e+015
7.726276e+001 2.099318e+015
7.727275e+001 2.098777e+015
7.728274e+001 2.098239e+015
7.729273e+001 2.097703e+015
7.730272e+001 2.097170e+015
7.731271e+001 2.096639e+015
7.732270e+001 2.096111e+015
7.733269e+001 2.095585e+015
7.734268e+001 2.095062e+015
7.735267e+001 2.094541e+015
7.736266e+001 2.094022e+015
7.737265e+001 2.093506e+015
7.738264e+001 2.092992e+015
7.739263e+001 2.092481e+015
7.740262e+001 2.091972e+015
7.741261e+001 2.091466e+015
7.742260e+001 2.090962e+015
7.743259e+001 2.090461e+015
7.744258e+001 2.089962e+015
7.745257e+001 2.089465e+015
7.746256e+001 2.088971e+015
7.747255e+001 2.088479e+015
7.748254e+001 2.087990e+015
7.749253e+001 2.087503e+015
7.750252e+001 2.087019e+015
7.751251e+001 2.086537e+015
7.752250e+001 2.086057e+015
7.753249e+001 2.085580e+015
7.754248e+001 2.085106e+015
7.755247e+001 2.084633e+015
7.756246e+001 2.084164e+015
7.757245e+001 2.083697e+015
7.758244e+001 2.083232e+015
7.759243e+001 2.082769e+015
7.760242e+001 2.082310e+015
7.761241e+001 2.081852e+015
7.762240e+001 2.081397e+015
7.763239e+001 2.080945e+015
7.764238e+001 2.080494e+015
7.765237e+001 2.080047e+015
7.766236e+001 2.079602e+015
7.767235e+001 2.079159e+015
7.768234e+001 2.078719e+015
7.769233e+001 2.078281e+015
7.770232e+001 2.077845e+015
7.771231e+001 2.077413e+015
7.772230e+001 2.076982e+015
7.773229e+001 2.076554e+015
7.774228e+001 2.076129e+015
7.775227e+001 2.075705e+015
7.776226e+001 2.075285e+015
7.777225e+001 2.074867e+015
7.778224e+001 2.074451e+015
7.779223e+001 2.074038e+015
7.780222e+001 2.073627e+015
7.781221e+001 2.073219e+015
7.782220e+001 2.072813e+015
7.783219e+001 2.072410e+015
7.784218e+001 2.072009e+015
7.785217e+001 2.071610e+015
7.786216e+001 2.071214e+015
7.787215e+001 2.070821e+015
7.788214e+001 2.070430e+015
7.789213e+001 2.070041e+015
7.790212e+001 2.069655e+015
7.791211e+001 2.069272e+015
7.792210e+001 2.068890e+015
7.793209e+001 2.068512e+015
7.794208e+001 2.068136e+015
7.795207e+001 2.067762e+015
7.796206e+001 2.067391e+015
7.797205e+001 2.067022e+015
7.798204e+001 2.066656e+015
7.799203e+001 2.066292e+015
7.800202e+001 2.065931e+015
7.801201e+001 2.065572e+015
7.802200e+001 2.065216e+015
7.803199e+001 2.064862e+015
7.804198e+001 2.064511e+015
7.805197e+001 2.064162e+015
7.806196e+001 2.063816e+015
7.807195e+001 2.063472e+015
7.808194e+001 2.063130e+015
7.809193e+001 2.062791e+015
7.810192e+001 2.062455e+015
7.811191e+001 2.062121e+015
7.812190e+001 2.061790e+015
7.813189e+001 2.061461e+015
7.814188e+001 2.061135e+015
7.815187e+001 2.060811e+015
7.816186e+001 2.060490e+015
7.817185e+001 2.060171e+015
7.818184e+001 2.059854e+015
7.819183e+001 2.059541e+015
7.820182e+001 2.059229e+015
7.821181e+001 2.058921e+015
7.822180e+001 2.058614e+015
7.823179e+001 2.058311e+015
7.824178e+001 2.058009e+015
7.825177e+001 2.057711e+015
7.826176e+001 2.057414e+015
7.827175e+001 2.057121e+015
7.828174e+001 2.056830e+015
7.829173e+001 2.056541e+015
7.830172e+001 2.056255e+015
7.831171e+001 2.055971e+015
7.832170e+001 2.055690e+015
7.833169e+001 2.055412e+015
7.834168e+001 2.055136e+015
7.835167e+001 2.054862e+015
7.836166e+001 2.054591e+015
7.837165e+001 2.054323e+015
7.838164e+001 2.054057e+015
7.839163e+001 2.053794e+015
7.840162e+001 2.053533e+015
7.841161e+001 2.053275e+015
7.842160e+001 2.053019e+015
7.843159e+001 2.052766e+015
7.844158e+001 2.052516e+015
7.845157e+001 2.052268e+015
7.846156e+001 2.052022e+015
7.847155e+001 2.051779e+015
7.848154e+001 2.051539e+015
7.849153e+001 2.051301e+015
7.850152e+001 2.051066e+015
7.851151e+001 2.050834e+015
7.852150e+001 2.050603e+015
7.853149e+001 2.050376e+015
7.854148e+001 2.050151e+015
7.855147e+001 2.049929e+015
7.856146e+001 2.049709e+015
7.857145e+001 2.049492e+015
7.858144e+001 2.049277e+015
7.859143e+001 2.049065e+015
7.860142e+001 2.048856e+015
7.861141e+001 2.048649e+015
7.862140e+001 2.048444e+015
7.863139e+001 2.048243e+015
7.864138e+001 2.048044e+015
7.865137e+001 2.047847e+015
7.866136e+001 2.047653e+015
7.867135e+001 2.047462e+015
7.868134e+001 2.047273e+015
7.869133e+001 2.047087e+015
7.870132e+001 2.046904e+015
7.871131e+001 2.046723e+015
7.872130e+001 2.046544e+015
7.873129e+001 2.046369e+015
7.874128e+001 2.046196e+015
7.875127e+001 2.046025e+015
7.876126e+001 2.045857e+015
7.877125e+001 2.045692e+015
7.878124e+001 2.045530e+015
7.879123e+001 2.045370e+015
7.880122e+001 2.045212e+015
7.881121e+001 2.045058e+015
7.882120e+001 2.044905e+015
7.883119e+001 2.044756e+015
7.884118e+001 2.044609e+015
7.885117e+001 2.044465e+015
7.886116e+001 2.044324e+015
7.887115e+001 2.044185e+015
7.888114e+001 2.044048e+015
7.889113e+001 2.043915e+015
7.890112e+001 2.043784e+015
7.891111e+001 2.043656e+015
7.892110e+001 2.043530e+015
7.893109e+001 2.043407e+015
7.894108e+001 2.043287e+015
7.895107e+001 2.043169e+015
7.896106e+001 2.043054e+015
7.897105e+001 2.042942e+015
7.898104e+001 2.042832e+015
7.899103e+001 2.042725e+015
7.900102e+001 2.042621e+015
7.901101e+001 2.042519e+015
7.902100e+001 2.042420e+015
7.903099e+001 2.042324e+015
7.904098e+001 2.042231e+015
7.905097e+001 2.042140e+015
7.906096e+001 2.042052e+015
7.907095e+001 2.041966e+015
7.908094e+001 2.041883e+015
7.909093e+001 2.041803e+015
7.910092e+001 2.041726e+015
7.911091e+001 2.041651e+015
7.912090e+001 2.041580e+015
7.913089e+001 2.041510e+015
7.914088e+001 2.041444e+015
7.915087e+001 2.041380e+015
7.916086e+001 2.041319e+015
7.917085e+001 2.041261e+015
7.918084e+001 2.041205e+015
7.919083e+001 2.041152e+015
7.920082e+001 2.041102e+015
7.921081e+001 2.041055e+015
7.922080e+001 2.041010e+015
7.923079e+001 2.040968e+015
7.924078e+001 2.040929e+015
7.925077e+001 2.040892e+015
7.926076e+001 2.040859e+015
7.927075e+001 2.040828e+015
7.928074e+001 2.040800e+015
7.929073e+001 2.040774e+015
7.930072e+001 2.040752e+015
7.931071e+001 2.040732e+015
7.932070e+001 2.040715e+015
7.933069e+001 2.040700e+015
7.934068e+001 2.040689e+015
7.935067e+001 2.040680e+015
7.936066e+001 2.040674e+015
7.937065e+001 2.040671e+015
7.938064e+001 2.040671e+015
7.939063e+001 2.040673e+015
7.940062e+001 2.040678e+015
7.941061e+001 2.040686e+015
7.942060e+001 2.040697e+015
7.943059e+001 2.040711e+015
7.944058e+001 2.040727e+015
7.945057e+001 2.040746e+015
7.946056e+001 2.040768e+015
7.947055e+001 2.040793e+015
7.948054e+001 2.040821e+015
7.949053e+001 2.040851e+015
7.950052e+001 2.040885e+015
7.951051e+001 2.040921e+015
7.952050e+001 2.040960e+015
7.953049e+001 2.041002e+015
7.954048e+001 2.041046e+015
7.955047e+001 2.041094e+015
7.956046e+001 2.041144e+015
7.957045e+001 2.041197e+015
7.958044e+001 2.041254e+015
7.959043e+001 2.041313e+015
7.960042e+001 2.041374e+015
7.961041e+001 2.041439e+015
7.962040e+001 2.041507e+015
7.963039e+001 2.041577e+015
7.964038e+001 2.041650e+015
7.965037e+001 2.041726e+015
7.966036e+001 2.041806e+015
7.967035e+001 2.041888e+015
7.968034e+001 2.041972e+015
7.969033e+001 2.042060e+015
7.970032e+001 2.042151e+015
7.971031e+001 2.042244e+015
7.972030e+001 2.042341e+015
7.973029e+001 2.042440e+015
7.974028e+001 2.042542e+015
7.975027e+001 2.042648e+015
7.976026e+001 2.042756e+015
7.977025e+001 2.042867e+015
7.978024e+001 2.042981e+015
7.979023e+001 2.043098e+015
7.980022e+001 2.043218e+015
7.981021e+001 2.043340e+015
7.982020e+001 2.043466e+015
7.983019e+001 2.043595e+015
7.984018e+001 2.043726e+015
7.985017e+001 2.043861e+015
7.986016e+001 2.043999e+015
7.987015e+001 2.044139e+015
7.988014e+001 2.044283e+015
7.989013e+001 2.044429e+015
7.990012e+001 2.044578e+015
7.991011e+001 2.044731e+015
7.992010e+001 2.044886e+015
7.993009e+001 2.045045e+015
7.994008e+001 2.045206e+015
7.995007e+001 2.045370e+015
7.996006e+001 2.045538e+015
7.997005e+001 2.045708e+015
7.998004e+001 2.045881e+015
7.999003e+001 2.046058e+015
8.000002e+001 2.046237e+015
8.001001e+001 2.046420e+015
8.002000e+001 2.046605e+015
8.002999e+001 2.046794e+015
8.003998e+001 2.046985e+015
8.004997e+001 2.047180e+015
8.005996e+001 2.047377e+015
8.006995e+001 2.047578e+015
8.007994e+001 2.047781e+015
8.008993e+001 2.047988e+015
8.009992e+001 2.048198e+015
8.010991e+001 2.048411e+015
8.011990e+001 2.048627e+015
8.012989e+001 2.048845e+015
8.013988e+001 2.049068e+015
8.014987e+001 2.049293e+015
8.015986e+001 2.049521e+015
8.016985e+001 2.049752e+015
8.017984e+001 2.049986e+015
8.018983e+001 2.050224e+015
8.019982e+001 2.050464e+015
8.020981e+001 2.050708e+015
8.021980e+001 2.050955e+015
8.022979e+001 2.051205e+015
8.023978e+001 2.051458e+015
8.024977e+001 2.051714e+015
8.025976e+001 2.051973e+015
8.026975e+001 2.052235e+015
8.027974e+001 2.052501e+015
8.028973e+001 2.052769e+015
8.029972e+001 2.053041e+015
8.030971e+001 2.053316e+015
8.031970e+001 2.053594e+015
8.032969e+001 2.053875e+015
8.033968e+001 2.054160e+015
8.034967e+001 2.054447e+015
8.035966e+001 2.054738e+015
8.036965e+001 2.055032e+015
8.037964e+001 2.055329e+015
8.038963e+001 2.055629e+015
8.039962e+001 2.055932e+015
8.040961e+001 2.056239e+015
8.041960e+001 2.056549e+015
8.042959e+001 2.056862e+015
8.043958e+001 2.057178e+015
8.044957e+001 2.057497e+015
8.045956e+001 2.057820e+015
8.046955e+001 2.058145e+015
8.047954e+001 2.058474e+015
8.048953e+001 2.058807e+015
8.049952e+001 2.059142e+015
8.050951e+001 2.059481e+015
8.051950e+001 2.059823e+015
8.052949e+001 2.060168e+015
8.053948e+001 2.060516e+015
8.054947e+001 2.060868e+015
8.055946e+001 2.061223e+015
8.056945e+001 2.061581e+015
8.057944e+001 2.061942e+015
8.058943e+001 2.062307e+015
8.059942e+001 2.062675e+015
8.060941e+001 2.063046e+015
8.061940e+001 2.063421e+015
8.062939e+001 2.063799e+015
8.063938e+001 2.064180e+015
8.064937e+001 2.064564e+015
8.065936e+001 2.064952e+015
8.066935e+001 2.065343e+015
8.067934e+001 2.065737e+015
8.068933e+001 2.066135e+015
8.069932e+001 2.066536e+015
8.070931e+001 2.066940e+015
8.071930e+001 2.067348e+015
8.072929e+001 2.067759e+015
8.073928e+001 2.068173e+015
8.074927e+001 2.068591e+015
8.075926e+001 2.069012e+015
8.076925e+001 2.069436e+015
8.077924e+001 2.069864e+015
8.078923e+001 2.070295e+015
8.079922e+001 2.070729e+015
8.080921e+001 2.071167e+015
8.081920e+001 2.071608e+015
8.082919e+001 2.072052e+015
8.083918e+001 2.072500e+015
8.084917e+001 2.072952e+015
8.085916e+001 2.073406e+015
8.086915e+001 2.073864e+015
8.087914e+001 2.074326e+015
8.088913e+001 2.074791e+015
8.089912e+001 2.075259e+015
8.090911e+001 2.075731e+015
8.091910e+001 2.076206e+015
8.092909e+001 2.076684e+015
8.093908e+001 2.077166e+015
8.094907e+001 2.077652e+015
8.095906e+001 2.078141e+015
8.096905e+001 2.078633e+015
8.097904e+001 2.079129e+015
8.098903e+001 2.079628e+015
8.099902e+001 2.080130e+015
8.100901e+001 2.080637e+015
8.101900e+001 2.081146e+015
8.102899e+001 2.081659e+015
8.103898e+001 2.082176e+015
8.104897e+001 2.082696e+015
8.105896e+001 2.083219e+015
8.106895e+001 2.083746e+015
8.107894e+001 2.084277e+015
8.108893e+001 2.084811e+015
8.109892e+001 2.085348e+015
8.110891e+001 2.085889e+015
8.111890e+001 2.086434e+015
8.112889e+001 2.086982e+015
8.113888e+001 2.087533e+015
8.114887e+001 2.088088e+015
8.115886e+001 2.088647e+015
8.116885e+001 2.089209e+015
8.117884e+001 2.089774e+015
8.118883e+001 2.090344e+015
8.119882e+001 2.090916e+015
8.120881e+001 2.091493e+015
8.121880e+001 2.092073e+015
8.122879e+001 2.092656e+015
8.123878e+001 2.093243e+015
8.124877e+001 2.093834e+015
8.125876e+001 2.094428e+015
8.126875e+001 2.095025e+015
8.127874e+001 2.095627e+015
8.128873e+001 2.096232e+015
8.129872e+001 2.096840e+015
8.130871e+001 2.097452e+015
8.131870e+001 2.098068e+015
8.132869e+001 2.098687e+015
8.133868e+001 2.099310e+015
8.134867e+001 2.099937e+015
8.135866e+001 2.100567e+015
8.136865e+001 2.101200e+015
8.137864e+001 2.101838e+015
8.138863e+001 2.102479e+015
8.139862e+001 2.103124e+015
8.140861e+001 2.103772e+015
8.141860e+001 2.104424e+015
8.142859e+001 2.105079e+015
8.143858e+001 2.105739e+015
8.144857e+001 2.106402e+015
8.145856e+001 2.107068e+015
8.146855e+001 2.107738e+015
8.147854e+001 2.108412e+015
8.148853e+001 2.109090e+015
8.149852e+001 2.109771e+015
8.150851e+001 2.110456e+015
8.151850e+001 2.111145e+015
8.152849e+001 2.111837e+015
8.153848e+001 2.112533e+015
8.154847e+001 2.113233e+015
8.155846e+001 2.113937e+015
8.156845e+001 2.114644e+015
8.157844e+001 2.115355e+015
8.158843e+001 2.116069e+015
8.159842e+001 2.116788e+015
8.160841e+001 2.117510e+015
8.161840e+001 2.118235e+015
8.162839e+001 2.118965e+015
8.163838e+001 2.119698e+015
8.164837e+001 2.120435e+015
8.165836e+001 2.121176e+015
8.166835e+001 2.121921e+015
8.167834e+001 2.122669e+015
8.168833e+001 2.123421e+015
8.169832e+001 2.124177e+015
8.170831e+001 2.124936e+015
8.171830e+001 2.125700e+015
8.172829e+001 2.126467e+015
8.173828e+001 2.127238e+015
8.174827e+001 2.128012e+015
8.175826e+001 2.128791e+015
8.176825e+001 2.129573e+015
8.177824e+001 2.130359e+015
8.178823e+001 2.131149e+015
8.179822e+001 2.131942e+015
8.180821e+001 2.132740e+015
8.181820e+001 2.133541e+015
8.182819e+001 2.134346e+015
8.183818e+001 2.135155e+015
8.184817e+001 2.135968e+015
8.185816e+001 2.136784e+015
8.186815e+001 2.137605e+015
8.187814e+001 2.138429e+015
8.188813e+001 2.139257e+015
8.189812e+001 2.140089e+015
8.190811e+001 2.140924e+015
8.191810e+001 2.141764e+015
8.192809e+001 2.142607e+015
8.193808e+001 2.143454e+015
8.194807e+001 2.144305e+015
8.195806e+001 2.145160e+015
8.196805e+001 2.146019e+015
8.197804e+001 2.146882e+015
8.198803e+001 2.147748e+015
8.199802e+001 2.148619e+015
8.200801e+001 2.149493e+015
8.201800e+001 2.150371e+015
8.202799e+001 2.151253e+015
8.203798e+001 2.152139e+015
8.204797e+001 2.153029e+015
8.205796e+001 2.153922e+015
8.206795e+001 2.154820e+015
8.207794e+001 2.155721e+015
8.208793e+001 2.156626e+015
8.209792e+001 2.157536e+015
8.210791e+001 2.158449e+015
8.211790e+001 2.159366e+015
8.212789e+001 2.160287e+015
8.213788e+001 2.161212e+015
8.214787e+001 2.162140e+015
8.215786e+001 2.163073e+015
8.216785e+001 2.164010e+015
8.217784e+001 2.164950e+015
8.218783e+001 2.165894e+015
8.219782e+001 2.166843e+015
8.220781e+001 2.167795e+015
8.221780e+001 2.168751e+015
8.222779e+001 2.169711e+015
8.223778e+001 2.170675e+015
8.224777e+001 2.171643e+015
8.225776e+001 2.172615e+015
8.226775e+001 2.173591e+015
8.227774e+001 2.174571e+015
8.228773e+001 2.175554e+015
8.229772e+001 2.176542e+015
8.230771e+001 2.177534e+015
8.231770e+001 2.178529e+015
8.232769e+001 2.179529e+015
8.233768e+001 2.180532e+015
8.234767e+001 2.181539e+015
8.235766e+001 2.182551e+015
8.236765e+001 2.183566e+015
8.237764e+001 2.184585e+015
8.238763e+001 2.185608e+015
8.239762e+001 2.186635e+015
8.240761e+001 2.187666e+015
8.241760e+001 2.188701e+015
8.242759e+001 2.189740e+015
8.243758e+001 2.190783e+015
8.244757e+001 2.191830e+015
8.245756e+001 2.192881e+015
8.246755e+001 2.193936e+015
